Egg,EggNb,Chick,nest,LayingDate,HatchingDate,Growth,BLUP,latitude,longitude,FID_m,Repetition,Zone,SD_m,Date,Year,height_m,Count_Larcan_nests_Hannah,Count_Larcan_nests,Distance_coast
57.4,1,,38_23,,,,,58.7668294,23.430331,30,4,Head,39,22/05/2023,2023,0.46,3,1,58.64
57.4,1,,38_23,,,,,58.7668294,23.430331,30,5,Head,40,23/05/2023,2023,0.46,3,1,58.64
57.4,1,,38_23,,,,,58.7668294,23.430331,28,6,Head,38,24/05/2023,2023,0.46,3,1,58.64
57.4,1,,38_23,,,,,58.7668294,23.430331,28,7,Head,36,25/05/2023,2023,0.46,3,1,58.64
57.4,1,,38_23,,,,,58.7668294,23.430331,20,8,Head,36,26/05/2023,2023,0.46,3,1,58.64
52.9,2,39.1,38_23,,06/06/2023,-0.8,7.2452613,58.7668294,23.430331,20,1,Head,35,19/05/2023,2023,0.46,3,1,58.64
52.9,2,,38_23,,,,,58.7668294,23.430331,39,2,Head,39,20/05/2023,2023,0.46,3,1,58.64
52.9,2,,38_23,,,,,58.7668294,23.430331,22,3,Head,42,21/05/2023,2023,0.46,3,1,58.64
52.9,2,,38_23,,,,,58.7668294,23.430331,30,4,Head,39,22/05/2023,2023,0.46,3,1,58.64
52.9,2,,38_23,,,,,58.7668294,23.430331,30,5,Head,40,23/05/2023,2023,0.46,3,1,58.64
52.9,2,,38_23,,,,,58.7668294,23.430331,28,6,Head,38,24/05/2023,2023,0.46,3,1,58.64
52.9,2,,38_23,,,,,58.7668294,23.430331,28,7,Head,36,25/05/2023,2023,0.46,3,1,58.64
52.9,2,,38_23,,,,,58.7668294,23.430331,20,8,Head,36,26/05/2023,2023,0.46,3,1,58.64
51.7,3,,38_23,,,,7.2452613,58.7668294,23.430331,20,1,Head,35,19/05/2023,2023,0.46,3,1,58.64
51.7,3,,38_23,,,,,58.7668294,23.430331,39,2,Head,39,20/05/2023,2023,0.46,3,1,58.64
51.7,3,,38_23,,,,,58.7668294,23.430331,22,3,Head,42,21/05/2023,2023,0.46,3,1,58.64
51.7,3,,38_23,,,,,58.7668294,23.430331,30,4,Head,39,22/05/2023,2023,0.46,3,1,58.64
51.7,3,,38_23,,,,,58.7668294,23.430331,30,5,Head,40,23/05/2023,2023,0.46,3,1,58.64
51.7,3,,38_23,,,,,58.7668294,23.430331,28,6,Head,38,24/05/2023,2023,0.46,3,1,58.64
51.7,3,,38_23,,,,,58.7668294,23.430331,28,7,Head,36,25/05/2023,2023,0.46,3,1,58.64
51.7,3,,38_23,,,,,58.7668294,23.430331,20,8,Head,36,26/05/2023,2023,0.46,3,1,58.64
52,1,37.5,50_23,,03/06/2023,5.2,-3.5357769,58.7671247,23.4306953,9,1,Head,33,19/05/2023,2023,1.29,4,4,19.58
52,1,,50_23,,,,,58.7671247,23.4306953,9,2,Head,21,21/05/2023,2023,1.29,4,4,19.58
52,1,,50_23,,,,,58.7671247,23.4306953,12,3,Head,27,21/05/2023,2023,1.29,4,4,19.58
52,1,,50_23,,,,,58.7671247,23.4306953,7,4,Head,28,22/05/2023,2023,1.29,4,4,19.58
52,1,,50_23,,,,,58.7671247,23.4306953,11,5,Head,22,23/05/2023,2023,1.29,4,4,19.58
52,1,,50_23,,,,,58.7671247,23.4306953,7,6,Head,22,24/05/2023,2023,1.29,4,4,19.58
52,1,,50_23,,,,,58.7671247,23.4306953,10,7,Head,22,25/05/2023,2023,1.29,4,4,19.58
52,1,,50_23,,,,,58.7671247,23.4306953,9,8,Head,22,26/05/2023,2023,1.29,4,4,19.58
50,2,36,50_23,,03/06/2023,-1.4,-3.5357769,58.7671247,23.4306953,9,1,Head,33,19/05/2023,2023,1.29,4,4,19.58
50,2,,50_23,,,,,58.7671247,23.4306953,9,2,Head,21,21/05/2023,2023,1.29,4,4,19.58
50,2,,50_23,,,,,58.7671247,23.4306953,12,3,Head,27,21/05/2023,2023,1.29,4,4,19.58
50,2,,50_23,,,,,58.7671247,23.4306953,7,4,Head,28,22/05/2023,2023,1.29,4,4,19.58
50,2,,50_23,,,,,58.7671247,23.4306953,11,5,Head,22,23/05/2023,2023,1.29,4,4,19.58
50,2,,50_23,,,,,58.7671247,23.4306953,7,6,Head,22,24/05/2023,2023,1.29,4,4,19.58
50,2,,50_23,,,,,58.7671247,23.4306953,10,7,Head,22,25/05/2023,2023,1.29,4,4,19.58
50,2,,50_23,,,,,58.7671247,23.4306953,9,8,Head,22,26/05/2023,2023,1.29,4,4,19.58
46.7,3,33.2,50_23,,05/06/2023,-2.4,-3.5357769,58.7671247,23.4306953,9,1,Head,33,19/05/2023,2023,1.29,4,4,19.58
46.7,3,,50_23,,,,,58.7671247,23.4306953,9,2,Head,21,21/05/2023,2023,1.29,4,4,19.58
46.7,3,,50_23,,,,,58.7671247,23.4306953,12,3,Head,27,21/05/2023,2023,1.29,4,4,19.58
46.7,3,,50_23,,,,,58.7671247,23.4306953,7,4,Head,28,22/05/2023,2023,1.29,4,4,19.58
46.7,3,,50_23,,,,,58.7671247,23.4306953,11,5,Head,22,23/05/2023,2023,1.29,4,4,19.58
46.7,3,,50_23,,,,,58.7671247,23.4306953,7,6,Head,22,24/05/2023,2023,1.29,4,4,19.58
46.7,3,,50_23,,,,,58.7671247,23.4306953,10,7,Head,22,25/05/2023,2023,1.29,4,4,19.58
46.7,3,,50_23,,,,,58.7671247,23.4306953,9,8,Head,22,26/05/2023,2023,1.29,4,4,19.58
61.5,1,40.4,54_23,,04/06/2023,3.4,2.7402983,58.766355,23.4347807,26,1,Middle,30,19/05/2023,2023,0.79,6,3,31.83
61.5,1,,54_23,,,,,58.766355,23.4347807,14,2,Middle,36,21/05/2023,2023,0.79,6,3,31.83
61.5,1,,54_23,,,,,58.766355,23.4347807,3,3,Middle,40,21/05/2023,2023,0.79,6,3,31.83
61.5,1,,54_23,,,,,58.766355,23.4347807,22,4,Middle,24,22/05/2023,2023,0.79,6,3,31.83
61.5,1,,54_23,,,,,58.766355,23.4347807,24,5,Middle,31,23/05/2023,2023,0.79,6,3,31.83
61.5,1,,54_23,,,,,58.766355,23.4347807,24,6,Middle,32,24/05/2023,2023,0.79,6,3,31.83
61.5,1,,54_23,,,,,58.766355,23.4347807,20,7,Middle,32,25/05/2023,2023,0.79,6,3,31.83
61.5,1,,54_23,,,,,58.766355,23.4347807,20,8,Middle,22,26/05/2023,2023,0.79,6,3,31.83
55.9,2,41.7,54_23,,04/06/2023,2.5,2.7402983,58.766355,23.4347807,26,1,Middle,30,19/05/2023,2023,0.79,6,3,31.83
55.9,2,,54_23,,,,,58.766355,23.4347807,14,2,Middle,36,21/05/2023,2023,0.79,6,3,31.83
55.9,2,,54_23,,,,,58.766355,23.4347807,3,3,Middle,40,21/05/2023,2023,0.79,6,3,31.83
55.9,2,,54_23,,,,,58.766355,23.4347807,22,4,Middle,24,22/05/2023,2023,0.79,6,3,31.83
55.9,2,,54_23,,,,,58.766355,23.4347807,24,5,Middle,31,23/05/2023,2023,0.79,6,3,31.83
55.9,2,,54_23,,,,,58.766355,23.4347807,24,6,Middle,32,24/05/2023,2023,0.79,6,3,31.83
55.9,2,,54_23,,,,,58.766355,23.4347807,20,7,Middle,32,25/05/2023,2023,0.79,6,3,31.83
55.9,2,,54_23,,,,,58.766355,23.4347807,20,8,Middle,22,26/05/2023,2023,0.79,6,3,31.83
52.5,3,,54_23,,,,2.7402983,58.766355,23.4347807,26,1,Middle,30,19/05/2023,2023,0.79,6,3,31.83
52.5,3,,54_23,,,,,58.766355,23.4347807,14,2,Middle,36,21/05/2023,2023,0.79,6,3,31.83
52.5,3,,54_23,,,,,58.766355,23.4347807,3,3,Middle,40,21/05/2023,2023,0.79,6,3,31.83
52.5,3,,54_23,,,,,58.766355,23.4347807,22,4,Middle,24,22/05/2023,2023,0.79,6,3,31.83
52.5,3,,54_23,,,,,58.766355,23.4347807,24,5,Middle,31,23/05/2023,2023,0.79,6,3,31.83
52.5,3,,54_23,,,,,58.766355,23.4347807,24,6,Middle,32,24/05/2023,2023,0.79,6,3,31.83
52.5,3,,54_23,,,,,58.766355,23.4347807,20,7,Middle,32,25/05/2023,2023,0.79,6,3,31.83
52.5,3,,54_23,,,,,58.766355,23.4347807,20,8,Middle,22,26/05/2023,2023,0.79,6,3,31.83
51.7,1,37.4,71_23,,04/06/2023,4.7,5.3158967,58.7662625,23.4334408,21,1,Middle,24,19/05/2023,2023,0.8,5,2,28.83
51.7,1,,71_23,,,,,58.7662625,23.4334408,23,2,Middle,34,19/05/2023,2023,0.8,5,2,28.83
51.7,1,,71_23,,,,,58.7662625,23.4334408,26,3,Middle,43,21/05/2023,2023,0.8,5,2,28.83
51.7,1,,71_23,,,,,58.7662625,23.4334408,31,4,Middle,31,21/05/2023,2023,0.8,5,2,28.83
51.7,1,,71_23,,,,,58.7662625,23.4334408,25,5,Middle,33,22/05/2023,2023,0.8,5,2,28.83
51.7,1,,71_23,,,,,58.7662625,23.4334408,23,6,Middle,39,23/05/2023,2023,0.8,5,2,28.83
51.7,1,,71_23,,,,,58.7662625,23.4334408,22,7,Middle,39,24/05/2023,2023,0.8,5,2,28.83
51.7,1,,71_23,,,,,58.7662625,23.4334408,23,8,Middle,34,25/05/2023,2023,0.8,5,2,28.83
51.7,1,,71_23,,,,,58.7662625,23.4334408,7,9,Middle,26,26/05/2023,2023,0.8,5,2,28.83
52.1,2,36.8,71_23,,04/06/2023,,5.3158967,58.7662625,23.4334408,21,1,Middle,24,19/05/2023,2023,0.8,5,2,28.83
52.1,2,,71_23,,,,,58.7662625,23.4334408,23,2,Middle,34,19/05/2023,2023,0.8,5,2,28.83
52.1,2,,71_23,,,,,58.7662625,23.4334408,26,3,Middle,43,21/05/2023,2023,0.8,5,2,28.83
52.1,2,,71_23,,,,,58.7662625,23.4334408,31,4,Middle,31,21/05/2023,2023,0.8,5,2,28.83
52.1,2,,71_23,,,,,58.7662625,23.4334408,25,5,Middle,33,22/05/2023,2023,0.8,5,2,28.83
52.1,2,,71_23,,,,,58.7662625,23.4334408,23,6,Middle,39,23/05/2023,2023,0.8,5,2,28.83
52.1,2,,71_23,,,,,58.7662625,23.4334408,22,7,Middle,39,24/05/2023,2023,0.8,5,2,28.83
52.1,2,,71_23,,,,,58.7662625,23.4334408,23,8,Middle,34,25/05/2023,2023,0.8,5,2,28.83
52.1,2,,71_23,,,,,58.7662625,23.4334408,7,9,Middle,26,26/05/2023,2023,0.8,5,2,28.83
50,3,36.8,71_23,,05/06/2023,5.2,5.3158967,58.7662625,23.4334408,21,1,Middle,24,19/05/2023,2023,0.8,5,2,28.83
50,3,,71_23,,,,,58.7662625,23.4334408,23,2,Middle,34,19/05/2023,2023,0.8,5,2,28.83
50,3,,71_23,,,,,58.7662625,23.4334408,26,3,Middle,43,21/05/2023,2023,0.8,5,2,28.83
50,3,,71_23,,,,,58.7662625,23.4334408,31,4,Middle,31,21/05/2023,2023,0.8,5,2,28.83
50,3,,71_23,,,,,58.7662625,23.4334408,25,5,Middle,33,22/05/2023,2023,0.8,5,2,28.83
50,3,,71_23,,,,,58.7662625,23.4334408,23,6,Middle,39,23/05/2023,2023,0.8,5,2,28.83
50,3,,71_23,,,,,58.7662625,23.4334408,22,7,Middle,39,24/05/2023,2023,0.8,5,2,28.83
50,3,,71_23,,,,,58.7662625,23.4334408,23,8,Middle,34,25/05/2023,2023,0.8,5,2,28.83
50,3,,71_23,,,,,58.7662625,23.4334408,7,9,Middle,26,26/05/2023,2023,0.8,5,2,28.83
59.1,1,39.9,76_23,,04/06/2023,8.2,2.1657531,58.7666848,23.4319574,28,1,Middle,34,19/05/2023,2023,0.59,10,8,35.09
59.1,1,,76_23,,,,,58.7666848,23.4319574,41,2,Middle,49,21/05/2023,2023,0.59,10,8,35.09
59.1,1,,76_23,,,,,58.7666848,23.4319574,16,3,Middle,44,21/05/2023,2023,0.59,10,8,35.09
59.1,1,,76_23,,,,,58.7666848,23.4319574,40,4,Middle,47,22/05/2023,2023,0.59,10,8,35.09
59.1,1,,76_23,,,,,58.7666848,23.4319574,12,5,Middle,21,23/05/2023,2023,0.59,10,8,35.09
59.1,1,,76_23,,,,,58.7666848,23.4319574,8,6,Middle,41,24/05/2023,2023,0.59,10,8,35.09
59.1,1,,76_23,,,,,58.7666848,23.4319574,12,7,Middle,30,25/05/2023,2023,0.59,10,8,35.09
59.1,1,,76_23,,,,,58.7666848,23.4319574,6,8,Middle,26,26/05/2023,2023,0.59,10,8,35.09
56.3,2,39.4,76_23,,04/06/2023,3,2.1657531,58.7666848,23.4319574,28,1,Middle,34,19/05/2023,2023,0.59,10,8,35.09
56.3,2,,76_23,,,,,58.7666848,23.4319574,41,2,Middle,49,21/05/2023,2023,0.59,10,8,35.09
56.3,2,,76_23,,,,,58.7666848,23.4319574,16,3,Middle,44,21/05/2023,2023,0.59,10,8,35.09
56.3,2,,76_23,,,,,58.7666848,23.4319574,40,4,Middle,47,22/05/2023,2023,0.59,10,8,35.09
56.3,2,,76_23,,,,,58.7666848,23.4319574,12,5,Middle,21,23/05/2023,2023,0.59,10,8,35.09
56.3,2,,76_23,,,,,58.7666848,23.4319574,8,6,Middle,41,24/05/2023,2023,0.59,10,8,35.09
56.3,2,,76_23,,,,,58.7666848,23.4319574,12,7,Middle,30,25/05/2023,2023,0.59,10,8,35.09
56.3,2,,76_23,,,,,58.7666848,23.4319574,6,8,Middle,26,26/05/2023,2023,0.59,10,8,35.09
47.3,3,33.1,76_23,,05/06/2023,2.9,2.1657531,58.7666848,23.4319574,28,1,Middle,34,19/05/2023,2023,0.59,10,8,35.09
47.3,3,,76_23,,,,,58.7666848,23.4319574,41,2,Middle,49,21/05/2023,2023,0.59,10,8,35.09
47.3,3,,76_23,,,,,58.7666848,23.4319574,16,3,Middle,44,21/05/2023,2023,0.59,10,8,35.09
47.3,3,,76_23,,,,,58.7666848,23.4319574,40,4,Middle,47,22/05/2023,2023,0.59,10,8,35.09
47.3,3,,76_23,,,,,58.7666848,23.4319574,12,5,Middle,21,23/05/2023,2023,0.59,10,8,35.09
47.3,3,,76_23,,,,,58.7666848,23.4319574,8,6,Middle,41,24/05/2023,2023,0.59,10,8,35.09
47.3,3,,76_23,,,,,58.7666848,23.4319574,12,7,Middle,30,25/05/2023,2023,0.59,10,8,35.09
47.3,3,,76_23,,,,,58.7666848,23.4319574,6,8,Middle,26,26/05/2023,2023,0.59,10,8,35.09
55.9,1,37.7,85_23,,02/05/2023,-3.3,3.6238475,58.7663007,23.4347251,29,1,Middle,50,19/05/2023,2023,0.7,6,3,37.88
55.9,1,,85_23,,,,,58.7663007,23.4347251,29,2,Middle,32,21/05/2023,2023,0.7,6,3,37.88
55.9,1,,85_23,,,,,58.7663007,23.4347251,36,3,Middle,44,21/05/2023,2023,0.7,6,3,37.88
55.9,1,,85_23,,,,,58.7663007,23.4347251,26,4,Middle,55,22/05/2023,2023,0.7,6,3,37.88
55.9,1,,85_23,,,,,58.7663007,23.4347251,24,5,Middle,31,23/05/2023,2023,0.7,6,3,37.88
55.9,1,,85_23,,,,,58.7663007,23.4347251,12,6,Middle,47,24/05/2023,2023,0.7,6,3,37.88
55.9,1,,85_23,,,,,58.7663007,23.4347251,25,7,Middle,38,25/05/2023,2023,0.7,6,3,37.88
55.9,1,,85_23,,,,,58.7663007,23.4347251,13,8,Middle,43,26/05/2023,2023,0.7,6,3,37.88
51,3,36.9,85_23,,03/06/2023,6.6,3.6238475,58.7663007,23.4347251,29,1,Middle,50,19/05/2023,2023,0.7,6,3,37.88
51,3,,85_23,,,,,58.7663007,23.4347251,29,2,Middle,32,21/05/2023,2023,0.7,6,3,37.88
51,3,,85_23,,,,,58.7663007,23.4347251,36,3,Middle,44,21/05/2023,2023,0.7,6,3,37.88
51,3,,85_23,,,,,58.7663007,23.4347251,26,4,Middle,55,22/05/2023,2023,0.7,6,3,37.88
51,3,,85_23,,,,,58.7663007,23.4347251,24,5,Middle,31,23/05/2023,2023,0.7,6,3,37.88
51,3,,85_23,,,,,58.7663007,23.4347251,12,6,Middle,47,24/05/2023,2023,0.7,6,3,37.88
51,3,,85_23,,,,,58.7663007,23.4347251,25,7,Middle,38,25/05/2023,2023,0.7,6,3,37.88
51,3,,85_23,,,,,58.7663007,23.4347251,13,8,Middle,43,26/05/2023,2023,0.7,6,3,37.88
50.6,1,32.6,92_23,,02/05/2023,-0.1,9.5169154,58.7661899,23.4337566,30,1,Middle,42,19/05/2023,2023,0.41,4,3,19.76
50.6,1,,92_23,,,,,58.7661899,23.4337566,30,2,Middle,36,21/05/2023,2023,0.41,4,3,19.76
50.6,1,,92_23,,,,,58.7661899,23.4337566,39,3,Middle,46,21/05/2023,2023,0.41,4,3,19.76
50.6,1,,92_23,,,,,58.7661899,23.4337566,41,4,Middle,51,22/05/2023,2023,0.41,4,3,19.76
50.6,1,,92_23,,,,,58.7661899,23.4337566,33,5,Middle,37,23/05/2023,2023,0.41,4,3,19.76
50.6,1,,92_23,,,,,58.7661899,23.4337566,27,6,Middle,33,24/05/2023,2023,0.41,4,3,19.76
50.6,1,,92_23,,,,,58.7661899,23.4337566,18,7,Middle,30,25/05/2023,2023,0.41,4,3,19.76
50.6,1,,92_23,,,,,58.7661899,23.4337566,21,8,Middle,28,26/05/2023,2023,0.41,4,3,19.76
51.9,2,33.8,92_23,,03/06/2023,-0.7,9.5169154,58.7661899,23.4337566,30,1,Middle,42,19/05/2023,2023,0.41,4,3,19.76
51.9,2,,92_23,,,,,58.7661899,23.4337566,30,2,Middle,36,21/05/2023,2023,0.41,4,3,19.76
51.9,2,,92_23,,,,,58.7661899,23.4337566,39,3,Middle,46,21/05/2023,2023,0.41,4,3,19.76
51.9,2,,92_23,,,,,58.7661899,23.4337566,41,4,Middle,51,22/05/2023,2023,0.41,4,3,19.76
51.9,2,,92_23,,,,,58.7661899,23.4337566,33,5,Middle,37,23/05/2023,2023,0.41,4,3,19.76
51.9,2,,92_23,,,,,58.7661899,23.4337566,27,6,Middle,33,24/05/2023,2023,0.41,4,3,19.76
51.9,2,,92_23,,,,,58.7661899,23.4337566,18,7,Middle,30,25/05/2023,2023,0.41,4,3,19.76
51.9,2,,92_23,,,,,58.7661899,23.4337566,21,8,Middle,28,26/05/2023,2023,0.41,4,3,19.76
45.3,3,35.3,92_23,,03/06/2023,1.9,9.5169154,58.7661899,23.4337566,30,1,Middle,42,19/05/2023,2023,0.41,4,3,19.76
45.3,3,,92_23,,,,,58.7661899,23.4337566,30,2,Middle,36,21/05/2023,2023,0.41,4,3,19.76
45.3,3,,92_23,,,,,58.7661899,23.4337566,39,3,Middle,46,21/05/2023,2023,0.41,4,3,19.76
45.3,3,,92_23,,,,,58.7661899,23.4337566,41,4,Middle,51,22/05/2023,2023,0.41,4,3,19.76
45.3,3,,92_23,,,,,58.7661899,23.4337566,33,5,Middle,37,23/05/2023,2023,0.41,4,3,19.76
45.3,3,,92_23,,,,,58.7661899,23.4337566,27,6,Middle,33,24/05/2023,2023,0.41,4,3,19.76
45.3,3,,92_23,,,,,58.7661899,23.4337566,18,7,Middle,30,25/05/2023,2023,0.41,4,3,19.76
45.3,3,,92_23,,,,,58.7661899,23.4337566,21,8,Middle,28,26/05/2023,2023,0.41,4,3,19.76
60.5,1,40.6,93_23,,03/06/2023,-2.7,-8.5588453,58.7670659,23.4303129,1,1,Head,37,19/05/2023,2023,1.44,3,2,40.26
60.5,1,,93_23,,,,,58.7670659,23.4303129,24,2,Head,39,20/05/2023,2023,1.44,3,2,40.26
60.5,1,,93_23,,,,,58.7670659,23.4303129,5,3,Head,39,21/05/2023,2023,1.44,3,2,40.26
60.5,1,,93_23,,,,,58.7670659,23.4303129,21,4,Head,41,22/05/2023,2023,1.44,3,2,40.26
60.5,1,,93_23,,,,,58.7670659,23.4303129,6,5,Head,40,23/05/2023,2023,1.44,3,2,40.26
60.5,1,,93_23,,,,,58.7670659,23.4303129,1,6,Head,42,24/05/2023,2023,1.44,3,2,40.26
60.5,1,,93_23,,,,,58.7670659,23.4303129,7,7,Head,40,25/05/2023,2023,1.44,3,2,40.26
60.5,1,,93_23,,,,,58.7670659,23.4303129,1,8,Head,39,26/05/2023,2023,1.44,3,2,40.26
56.7,2,41.8,93_23,,04/06/2023,,-8.5588453,58.7670659,23.4303129,1,1,Head,37,19/05/2023,2023,1.44,3,2,40.26
56.7,2,,93_23,,,,,58.7670659,23.4303129,24,2,Head,39,20/05/2023,2023,1.44,3,2,40.26
56.7,2,,93_23,,,,,58.7670659,23.4303129,5,3,Head,39,21/05/2023,2023,1.44,3,2,40.26
56.7,2,,93_23,,,,,58.7670659,23.4303129,21,4,Head,41,22/05/2023,2023,1.44,3,2,40.26
56.7,2,,93_23,,,,,58.7670659,23.4303129,6,5,Head,40,23/05/2023,2023,1.44,3,2,40.26
56.7,2,,93_23,,,,,58.7670659,23.4303129,1,6,Head,42,24/05/2023,2023,1.44,3,2,40.26
56.7,2,,93_23,,,,,58.7670659,23.4303129,7,7,Head,40,25/05/2023,2023,1.44,3,2,40.26
56.7,2,,93_23,,,,,58.7670659,23.4303129,1,8,Head,39,26/05/2023,2023,1.44,3,2,40.26
51,3,35.8,93_23,,05/06/2023,1.3,-8.5588453,58.7670659,23.4303129,1,1,Head,37,19/05/2023,2023,1.44,3,2,40.26
51,3,,93_23,,,,,58.7670659,23.4303129,24,2,Head,39,20/05/2023,2023,1.44,3,2,40.26
51,3,,93_23,,,,,58.7670659,23.4303129,5,3,Head,39,21/05/2023,2023,1.44,3,2,40.26
51,3,,93_23,,,,,58.7670659,23.4303129,21,4,Head,41,22/05/2023,2023,1.44,3,2,40.26
51,3,,93_23,,,,,58.7670659,23.4303129,6,5,Head,40,23/05/2023,2023,1.44,3,2,40.26
51,3,,93_23,,,,,58.7670659,23.4303129,1,6,Head,42,24/05/2023,2023,1.44,3,2,40.26
51,3,,93_23,,,,,58.7670659,23.4303129,7,7,Head,40,25/05/2023,2023,1.44,3,2,40.26
51,3,,93_23,,,,,58.7670659,23.4303129,1,8,Head,39,26/05/2023,2023,1.44,3,2,40.26
54.9,1,37.4,113_23,,04/06/2023,0.8,-6.133594,58.7668719,23.4296385,7,1,Head,40,19/05/2023,2023,1.32,12,6,84.23
54.9,1,,113_23,,,,,58.7668719,23.4296385,22,2,Head,37,20/05/2023,2023,1.32,12,6,84.23
54.9,1,,113_23,,,,,58.7668719,23.4296385,5,3,Head,21,21/05/2023,2023,1.32,12,6,84.23
54.9,1,,113_23,,,,,58.7668719,23.4296385,2,4,Head,33,22/05/2023,2023,1.32,12,6,84.23
54.9,1,,113_23,,,,,58.7668719,23.4296385,4,5,Head,36,23/05/2023,2023,1.32,12,6,84.23
54.9,1,,113_23,,,,,58.7668719,23.4296385,16,6,Head,37,24/05/2023,2023,1.32,12,6,84.23
54.9,1,,113_23,,,,,58.7668719,23.4296385,7,7,Head,27,25/05/2023,2023,1.32,12,6,84.23
54.9,1,,113_23,,,,,58.7668719,23.4296385,7,8,Head,29,26/05/2023,2023,1.32,12,6,84.23
53.7,2,38.8,113_23,,04/06/2023,-0.2,-6.133594,58.7668719,23.4296385,7,1,Head,40,19/05/2023,2023,1.32,12,6,84.23
53.7,2,,113_23,,,,,58.7668719,23.4296385,22,2,Head,37,20/05/2023,2023,1.32,12,6,84.23
53.7,2,,113_23,,,,,58.7668719,23.4296385,5,3,Head,21,21/05/2023,2023,1.32,12,6,84.23
53.7,2,,113_23,,,,,58.7668719,23.4296385,2,4,Head,33,22/05/2023,2023,1.32,12,6,84.23
53.7,2,,113_23,,,,,58.7668719,23.4296385,4,5,Head,36,23/05/2023,2023,1.32,12,6,84.23
53.7,2,,113_23,,,,,58.7668719,23.4296385,16,6,Head,37,24/05/2023,2023,1.32,12,6,84.23
53.7,2,,113_23,,,,,58.7668719,23.4296385,7,7,Head,27,25/05/2023,2023,1.32,12,6,84.23
53.7,2,,113_23,,,,,58.7668719,23.4296385,7,8,Head,29,26/05/2023,2023,1.32,12,6,84.23
49.3,3,34.7,113_23,,05/06/2023,1.9,-6.133594,58.7668719,23.4296385,7,1,Head,40,19/05/2023,2023,1.32,12,6,84.23
49.3,3,,113_23,,,,,58.7668719,23.4296385,22,2,Head,37,20/05/2023,2023,1.32,12,6,84.23
49.3,3,,113_23,,,,,58.7668719,23.4296385,5,3,Head,21,21/05/2023,2023,1.32,12,6,84.23
49.3,3,,113_23,,,,,58.7668719,23.4296385,2,4,Head,33,22/05/2023,2023,1.32,12,6,84.23
49.3,3,,113_23,,,,,58.7668719,23.4296385,4,5,Head,36,23/05/2023,2023,1.32,12,6,84.23
49.3,3,,113_23,,,,,58.7668719,23.4296385,16,6,Head,37,24/05/2023,2023,1.32,12,6,84.23
49.3,3,,113_23,,,,,58.7668719,23.4296385,7,7,Head,27,25/05/2023,2023,1.32,12,6,84.23
49.3,3,,113_23,,,,,58.7668719,23.4296385,7,8,Head,29,26/05/2023,2023,1.32,12,6,84.23
53,1,35.3,126_23,,31/05/2023,,-3.6511761,58.7658035,23.4356672,20,1,North,27,19/05/2023,2023,0.79,10,8,38.88
53,1,,126_23,,,,,58.7658035,23.4356672,5,2,North,25,20/05/2023,2023,0.79,10,8,38.88
53,1,,126_23,,,,,58.7658035,23.4356672,15,3,North,30,21/05/2023,2023,0.79,10,8,38.88
53,1,,126_23,,,,,58.7658035,23.4356672,9,4,North,19,22/05/2023,2023,0.79,10,8,38.88
53,1,,126_23,,,,,58.7658035,23.4356672,4,5,North,22,23/05/2023,2023,0.79,10,8,38.88
53,1,,126_23,,,,,58.7658035,23.4356672,5,6,North,27,24/05/2023,2023,0.79,10,8,38.88
53,1,,126_23,,,,,58.7658035,23.4356672,5,7,North,19,25/05/2023,2023,0.79,10,8,38.88
53,1,,126_23,,,,,58.7658035,23.4356672,6,8,North,18,26/05/2023,2023,0.79,10,8,38.88
58.7,1,36.5,127_23,,05/06/2023,6.8,3.2631818,58.766591,23.4322764,41,1,Middle,52,19/05/2023,2023,0.7,8,6,32.68
58.7,1,,127_23,,,,,58.766591,23.4322764,25,2,Middle,47,21/05/2023,2023,0.7,8,6,32.68
58.7,1,,127_23,,,,,58.766591,23.4322764,17,3,Middle,26,21/05/2023,2023,0.7,8,6,32.68
58.7,1,,127_23,,,,,58.766591,23.4322764,18,4,Middle,33,22/05/2023,2023,0.7,8,6,32.68
58.7,1,,127_23,,,,,58.766591,23.4322764,21,5,Middle,26,23/05/2023,2023,0.7,8,6,32.68
58.7,1,,127_23,,,,,58.766591,23.4322764,12,6,Middle,31,24/05/2023,2023,0.7,8,6,32.68
58.7,1,,127_23,,,,,58.766591,23.4322764,16,7,Middle,26,25/05/2023,2023,0.7,8,6,32.68
58.7,1,,127_23,,,,,58.766591,23.4322764,13,8,Middle,20,26/05/2023,2023,0.7,8,6,32.68
53.3,2,37,127_23,,05/06/2023,-1.2,3.2631818,58.766591,23.4322764,41,1,Middle,52,19/05/2023,2023,0.7,8,6,32.68
53.3,2,,127_23,,,,,58.766591,23.4322764,25,2,Middle,47,21/05/2023,2023,0.7,8,6,32.68
53.3,2,,127_23,,,,,58.766591,23.4322764,17,3,Middle,26,21/05/2023,2023,0.7,8,6,32.68
53.3,2,,127_23,,,,,58.766591,23.4322764,18,4,Middle,33,22/05/2023,2023,0.7,8,6,32.68
53.3,2,,127_23,,,,,58.766591,23.4322764,21,5,Middle,26,23/05/2023,2023,0.7,8,6,32.68
53.3,2,,127_23,,,,,58.766591,23.4322764,12,6,Middle,31,24/05/2023,2023,0.7,8,6,32.68
53.3,2,,127_23,,,,,58.766591,23.4322764,16,7,Middle,26,25/05/2023,2023,0.7,8,6,32.68
53.3,2,,127_23,,,,,58.766591,23.4322764,13,8,Middle,20,26/05/2023,2023,0.7,8,6,32.68
