nest,BLUP_25,latitude,longitude,first_egg_date,FID_m,Repetition,Zone,SD_m,Date,Time,Year,height_m,Egg1,Egg2,Egg3,Egg4,TotEgg,EggHatched,ProbaChick,HatchSucc,ClutchMass,Chick1,Chick2,Chick3,Chick4,ChickNmass,Count_Larcan_nests_Hannah
751_23,,58.7662384,23.4342889,08/05/2023,19,8,Middle,27,26/05/2023,13:00:00,2023,0.52,66.6,57.6,56.2,,3,2,1,0.666666667,180.4,48.9,43.4,,,92.3,7
772_23,-10.19081386,58.7665079,23.4326104,08/05/2023,6,1,Middle,38,19/05/2023,15:52:00,2023,0.67,55.3,52.4,,,2,2,1,0.666666667,107.7,37.9,35.5,,,73.4,6
772_23,,58.7665079,23.4326104,08/05/2023,4,2,Middle,34,21/05/2023,14:49:00,2023,0.67,55.3,52.4,,,2,2,1,0.666666667,107.7,37.9,35.5,,,73.4,6
772_23,,58.7665079,23.4326104,08/05/2023,4,3,Middle,24,21/05/2023,11:30:00,2023,0.67,55.3,52.4,,,2,2,1,0.666666667,107.7,37.9,35.5,,,73.4,6
772_23,,58.7665079,23.4326104,08/05/2023,5,4,Middle,33,22/05/2023,13:09:00,2023,0.67,55.3,52.4,,,2,2,1,0.666666667,107.7,37.9,35.5,,,73.4,6
772_23,,58.7665079,23.4326104,08/05/2023,1,5,Middle,24,23/05/2023,12:52:00,2023,0.67,55.3,52.4,,,2,2,1,0.666666667,107.7,37.9,35.5,,,73.4,6
772_23,,58.7665079,23.4326104,08/05/2023,1,6,Middle,37,24/05/2023,11:45:36,2023,0.67,55.3,52.4,,,2,2,1,0.666666667,107.7,37.9,35.5,,,73.4,6
772_23,,58.7665079,23.4326104,08/05/2023,1,7,Middle,25,25/05/2023,11:57:00,2023,0.67,55.3,52.4,,,2,2,1,0.666666667,107.7,37.9,35.5,,,73.4,6
772_23,,58.7665079,23.4326104,08/05/2023,1,8,Middle,24,26/05/2023,12:43:00,2023,0.67,55.3,52.4,,,2,2,1,0.666666667,107.7,37.9,35.5,,,73.4,6
774_23,0.904858226,58.7667883,23.431005,08/05/2023,22,1,Leg,32,20/05/2023,12:42:00,2023,0.41,56.5,,,,1,1,1,0.333333333,56.5,39.1,,,,39.1,2
774_23,,58.7667883,23.431005,08/05/2023,17,2,Leg,35,21/05/2023,11:20:00,2023,0.41,56.5,,,,1,1,1,0.333333333,56.5,39.1,,,,39.1,2
774_23,,58.7667883,23.431005,08/05/2023,29,3,Leg,41,22/05/2023,14:30:00,2023,0.41,56.5,,,,1,1,1,0.333333333,56.5,39.1,,,,39.1,2
774_23,,58.7667883,23.431005,08/05/2023,24,4,Leg,52,23/05/2023,11:17:00,2023,0.41,56.5,,,,1,1,1,0.333333333,56.5,39.1,,,,39.1,2
774_23,,58.7667883,23.431005,08/05/2023,16,5,Leg,44,24/05/2023,11:05:00,2023,0.41,56.5,,,,1,1,1,0.333333333,56.5,39.1,,,,39.1,2
774_23,,58.7667883,23.431005,08/05/2023,15,6,Leg,38,25/05/2023,12:05:00,2023,0.41,56.5,,,,1,1,1,0.333333333,56.5,39.1,,,,39.1,2
774_23,,58.7667883,23.431005,08/05/2023,11,7,Leg,39,26/05/2023,11:07:00,2023,0.41,56.5,,,,1,1,1,0.333333333,56.5,39.1,,,,39.1,2
798_23,-0.994066842,58.7672051,23.4296042,08/05/2023,15,1,Head,43,19/05/2023,15:17:00,2023,1.59,54.7,49.3,51.5,,3,3,1,1,155.5,39.5,36.7,35.9,,112.1,5
798_23,,58.7672051,23.4296042,08/05/2023,18,2,Head,24,20/05/2023,13:25:00,2023,1.59,54.7,49.3,51.5,,3,3,1,1,155.5,39.5,36.7,35.9,,112.1,5
798_23,,58.7672051,23.4296042,08/05/2023,16,3,Head,25,21/05/2023,10:22:00,2023,1.59,54.7,49.3,51.5,,3,3,1,1,155.5,39.5,36.7,35.9,,112.1,5
798_23,,58.7672051,23.4296042,08/05/2023,14,4,Head,32,22/05/2023,15:07:00,2023,1.59,54.7,49.3,51.5,,3,3,1,1,155.5,39.5,36.7,35.9,,112.1,5
798_23,,58.7672051,23.4296042,08/05/2023,8,5,Head,28,23/05/2023,12:08:00,2023,1.59,54.7,49.3,51.5,,3,3,1,1,155.5,39.5,36.7,35.9,,112.1,5
798_23,,58.7672051,23.4296042,08/05/2023,9,6,Head,31,24/05/2023,11:42:00,2023,1.59,54.7,49.3,51.5,,3,3,1,1,155.5,39.5,36.7,35.9,,112.1,5
798_23,,58.7672051,23.4296042,08/05/2023,10,7,Head,27,25/05/2023,12:46:00,2023,1.59,54.7,49.3,51.5,,3,3,1,1,155.5,39.5,36.7,35.9,,112.1,5
798_23,,58.7672051,23.4296042,08/05/2023,15,8,Head,28,26/05/2023,12:08:00,2023,1.59,54.7,49.3,51.5,,3,3,1,1,155.5,39.5,36.7,35.9,,112.1,5
292_25,2.941792475,58.7658715,23.4352652,30/04/2025,19,1,North,35,03/05/2025,10:15:09,2025,0.558125019,58.1,55.5,55.5,,3,0,0,0,169.1,,,,,,4
292_25,,58.7658715,23.4352652,30/04/2025,7,2,North,25,04/05/2025,10:56:52,2025,0.558125019,58.1,55.5,55.5,,3,0,0,0,169.1,,,,,,4
293_25,4.110382695,58.765675,23.43579,30/04/2025,13,1,North,36,01/05/2025,15:15:27,2025,0.434374988,58.4,60.1,59.8,,3,3,1,1,178.3,45.2,42.8,37.8,,125.8,7
293_25,,58.765675,23.43579,30/04/2025,15,2,North,29,03/05/2025,10:07:59,2025,0.434374988,58.4,60.1,59.8,,3,3,1,1,178.3,45.2,42.8,37.8,,125.8,7
293_25,,58.765675,23.43579,30/04/2025,11,3,North,25,04/05/2025,10:17:52,2025,0.434374988,58.4,60.1,59.8,,3,3,1,1,178.3,45.2,42.8,37.8,,125.8,7
295_25,6.498441951,58.7663076,23.43503,30/04/2025,28,1,Middle,60,01/05/2025,17:12:34,2025,0.678749979,54.4,58.5,57.9,,3,3,1,1,170.8,37.4,,37.8,,75.2,5
295_25,,58.7663076,23.43503,30/04/2025,22,2,Middle,52,03/05/2025,11:00:46,2025,0.678749979,54.4,58.5,57.9,,3,3,1,1,170.8,37.4,,37.8,,75.2,5
298_25,12.49241852,58.7661558,23.4341563,30/04/2025,31,1,Middle,50,01/05/2025,17:07:33,2025,0.345624983,58.4,54.8,53.4,,6,2,1,0.333333333,270.7,,,,,0,5
298_25,,58.7661558,23.4341563,30/04/2025,33,2,Middle,48,03/05/2025,11:06:20,2025,0.345624983,58.4,54.8,53.4,,6,2,1,0.333333333,270.7,,,,,0,5
301_25,1.427134627,58.7663132,23.4336132,30/04/2025,13,1,Middle,60,01/05/2025,16:58:05,2025,0.888125002,50.5,50.4,52.2,,3,1,1,0.333333333,153.1,,34.3,,,34.3,8
301_25,,58.7663132,23.4336132,30/04/2025,18,2,Middle,37,04/05/2025,11:06:37,2025,0.888125002,50.5,50.4,52.2,,3,1,1,0.333333333,153.1,,34.3,,,34.3,8
309_25,-3.809624928,58.7667088,23.4319711,30/04/2025,4,1,Middle,35,01/05/2025,15:48:07,2025,0.491249979,59.9,59.1,60.5,60,4,3,1,0.75,239.5,,35,37.4,38.1,110.5,9
309_25,,58.7667088,23.4319711,30/04/2025,5,2,Middle,40,04/05/2025,11:24:49,2025,0.491249979,59.9,59.1,60.5,60,4,3,1,0.75,239.5,,35,37.4,38.1,110.5,9
312_25,-2.630238325,58.7670067,23.42951,02/05/2025,2,1,Head,34,04/05/2025,12:39:54,2025,1.540624976,65.4,64.7,58.1,,6,0,0,0,362.7,,,,,0,10
312_25,,58.7670067,23.42951,02/05/2025,6,2,Head,18,05/05/2025,12:28:33,2025,1.540624976,65.4,64.7,58.1,,6,0,0,0,362.7,,,,,0,10
318_25,7.66075053,58.7668923,23.4292926,30/04/2025,22,1,Middle,59,01/05/2025,16:14:44,2025,0.664999962,57.9,63.3,,,5,0,0,0,241.2,,,,,0,10
318_25,,58.7668923,23.4292926,30/04/2025,28,2,Middle,39,04/05/2025,12:15:41,2025,0.664999962,57.9,63.3,,,5,0,0,0,241.2,,,,,0,10
344_25,5.960263572,58.76593,23.4357583,01/05/2025,12.4,1,Middle,45.5,01/05/2025,13:28:37,2025,0.97874999,57.6,57.9,54.2,,3,3,1,1,169.7,39.1,39.1,40.1,,118.3,3
344_25,,58.76593,23.4357583,01/05/2025,8,2,Middle,20,03/05/2025,10:31:03,2025,0.97874999,57.6,57.9,54.2,,3,3,1,1,169.7,39.1,39.1,40.1,,118.3,3
344_25,,58.76593,23.4357583,01/05/2025,29,3,Middle,35,04/05/2025,10:20:33,2025,0.97874999,57.6,57.9,54.2,,3,3,1,1,169.7,39.1,39.1,40.1,,118.3,3
346_25,,58.7672052,23.4303276,01/05/2025,,,Head,,,,2025,1.336249948,57.7,59.1,54.2,,4,0,0,0,228.3,,,,,0,4
349_25,10.21328783,58.7672883,23.429795,01/05/2025,16,1,Head,49,01/05/2025,16:28:43,2025,0.59937501,50.9,50.7,48.6,,6,0,0,0,246.8,,,,,0,8
349_25,,58.7672883,23.429795,01/05/2025,34,2,Head,41,04/05/2025,12:44:31,2025,0.59937501,50.9,50.7,48.6,,6,0,0,0,246.8,,,,,0,8
349_25,,58.7672883,23.429795,01/05/2025,21,3,Head,23,05/05/2025,12:38:02,2025,0.59937501,50.9,50.7,48.6,,6,0,0,0,246.8,,,,,0,8
356_25,8.610481415,58.7672567,23.4291767,01/05/2025,23,1,Head,39,01/05/2025,16:23:59,2025,0.610000014,57.7,55.6,,,2,1,1,0.5,113.3,39.8,,,,39.8,15
356_25,,58.7672567,23.4291767,01/05/2025,25,2,Head,42,04/05/2025,12:35:32,2025,0.610000014,57.7,55.6,,,2,1,1,0.5,113.3,39.8,,,,39.8,15
371_25,4.376997449,58.7667917,23.430175,01/05/2025,22,1,Head,57,01/05/2025,15:58:48,2025,0.577499986,55.1,56.3,52.3,,3,3,1,1,163.7,39.2,38.9,37.6,,115.7,6
371_25,,58.7667917,23.430175,01/05/2025,17,2,Head,37,04/05/2025,12:08:47,2025,0.577499986,55.1,56.3,52.3,,3,3,1,1,163.7,39.2,38.9,37.6,,115.7,6
377_25,0.474194121,58.766725,23.4309667,01/05/2025,16,1,Leg,46,01/05/2025,15:54:43,2025,0.495000005,66.2,62,60.8,,3,3,1,1,189,46,29.3,22.6,,97.9,9
377_25,,58.766725,23.4309667,01/05/2025,9,2,Leg,40,04/05/2025,11:32:03,2025,0.495000005,66.2,62,60.8,,3,3,1,1,189,46,29.3,22.6,,97.9,9
379_25,1.566906203,58.7667717,23.430785,01/05/2025,9,1,Leg,28,01/05/2025,16:52:59,2025,0.778124988,48.3,43.5,38.3,,3,2,1,0.666666667,130.1,,43.1,42.4,,85.5,14
379_25,,58.7667717,23.430785,01/05/2025,15,2,Leg,43,04/05/2025,11:58:50,2025,0.778124988,48.3,43.5,38.3,,3,2,1,0.666666667,130.1,,43.1,42.4,,85.5,14
384_25,3.379338696,58.7668717,23.431835,01/05/2025,23,1,Middle,58,01/05/2025,15:45:40,2025,0.791875005,55.8,55.6,56.2,,3,3,1,1,167.6,39.5,33.5,30,,103,3
384_25,,58.7668717,23.431835,01/05/2025,17,2,Middle,50,04/05/2025,12:59:45,2025,0.791875005,55.8,55.6,56.2,,3,3,1,1,167.6,39.5,33.5,30,,103,3
386_25,5.518439802,58.7664933,23.4323533,01/05/2025,22,1,Middle,51,01/05/2025,15:43:26,2025,0.438124985,54.2,51.6,49.3,,3,3,1,1,155.1,34.8,39,39,,112.8,6
386_25,,58.7664933,23.4323533,01/05/2025,19,2,Middle,38,04/05/2025,11:20:11,2025,0.438124985,54.2,51.6,49.3,,3,3,1,1,155.1,34.8,39,39,,112.8,6
390_25,-1.958669605,58.7659683,23.4354817,01/05/2025,6,1,North,34,03/05/2025,10:51:12,2025,0.596249998,55.5,56.6,55.4,,3,3,1,1,167.5,36.5,40,37.5,,114,6
390_25,,58.7659683,23.4354817,01/05/2025,7,2,North,32,04/05/2025,10:40:50,2025,0.596249998,55.5,56.6,55.4,,3,3,1,1,167.5,36.5,40,37.5,,114,6
465_25,3.845424128,58.76701,23.4311833,02/05/2025,17,1,Middle,47,04/05/2025,12:52:01,2025,0.551249981,56.4,56.5,50.9,,6,0,0,0,212.6,,,,,0,4
465_25,,58.76701,23.4311833,02/05/2025,21,2,Middle,42,05/05/2025,11:37:59,2025,0.551249981,56.4,56.5,50.9,,6,0,0,0,212.6,,,,,0,4
469_25,-0.721950098,58.7669237,23.4291379,02/05/2025,11,1,Middle,45,04/05/2025,12:17:06,2025,0.492500007,58.4,59.1,51.6,,3,3,1,1,169.1,40.9,37.5,37.2,,115.6,7
469_25,,58.7669237,23.4291379,02/05/2025,15,2,Middle,50,05/05/2025,12:33:42,2025,0.492500007,58.4,59.1,51.6,,3,3,1,1,169.1,40.9,37.5,37.2,,115.6,7
473_25,-2.391401395,58.7669054,23.4295638,02/05/2025,8,1,Head,15,04/05/2025,12:22:13,2025,1.377499938,63.3,59.2,,,2,0,0,0,122.5,,,,,0,15
473_25,,58.7669054,23.4295638,02/05/2025,3,2,Head,45,05/05/2025,12:27:27,2025,1.377499938,63.3,59.2,,,2,0,0,0,122.5,,,,,0,15
483_25,-6.478694545,58.7668733,23.4315417,02/05/2025,3,1,Middle,44,04/05/2025,11:26:53,2025,0.685624957,59.5,58.3,52.6,,3,3,1,1,170.4,40,45.1,43.4,,128.5,8
483_25,,58.7668733,23.4315417,02/05/2025,8,2,Middle,59,05/05/2025,11:33:09,2025,0.685624957,59.5,58.3,52.6,,3,3,1,1,170.4,40,45.1,43.4,,128.5,8
487_25,2.034596445,58.766423,23.4327313,02/05/2025,11,1,Middle,42,04/05/2025,11:14:53,2025,0.694374979,61.2,66.8,64.4,,3,3,1,1,192.4,42.9,41.4,38.5,,122.8,8
487_25,,58.766423,23.4327313,02/05/2025,15,2,Middle,24,05/05/2025,11:27:42,2025,0.694374979,61.2,66.8,64.4,,3,3,1,1,192.4,42.9,41.4,38.5,,122.8,8
490_25,,58.7661277,23.4333637,02/05/2025,,,Middle,,,,2025,0.443749994,53,,,,5,0,0,0,212,,,,,0,3
501_25,-1.290889086,58.766065,23.4356067,02/05/2025,8,1,North,35,03/05/2025,10:40:14,2025,0.409999996,61.2,60,52.7,,3,2,1,0.666666667,173.9,44.4,,38.4,,82.8,10
501_25,,58.766065,23.4356067,02/05/2025,11,2,North,45,04/05/2025,10:27:58,2025,0.409999996,61.2,60,52.7,,3,2,1,0.666666667,173.9,44.4,,38.4,,82.8,10
502_25,-1.815688409,58.7660934,23.4355623,02/05/2025,8,1,North,33,03/05/2025,10:49:38,2025,0.486874998,47.1,49.6,49.2,,3,0,0,0,145.9,,,,,0,13
502_25,,58.7660934,23.4355623,02/05/2025,6,2,North,35,04/05/2025,10:38:55,2025,0.486874998,47.1,49.6,49.2,,3,0,0,0,145.9,,,,,0,13
507_25,-3.675824945,58.765836,23.435393,02/05/2025,3,1,North,25,04/05/2025,10:46:21,2025,0.648749948,58.2,56.5,55,,3,3,1,1,169.7,38.4,44.3,38,,120.7,5
507_25,,58.765836,23.435393,02/05/2025,5,2,North,38,05/05/2025,10:25:47,2025,0.648749948,58.2,56.5,55,,3,3,1,1,169.7,38.4,44.3,38,,120.7,5
509_25,1.750817444,58.7657583,23.4354965,02/05/2025,11,1,North,21,03/05/2025,10:18:43,2025,0.691874981,50.1,52,50.3,,3,3,1,1,152.4,32.9,34.4,36.4,,103.7,8
509_25,,58.7657583,23.4354965,02/05/2025,8,2,North,27,04/05/2025,10:45:11,2025,0.691874981,50.1,52,50.3,,3,3,1,1,152.4,32.9,34.4,36.4,,103.7,8
536_25,-2.838803993,58.7669354,23.429496,03/05/2025,8,1,Head,43,04/05/2025,12:27:33,2025,1.357499957,59.3,60.2,52.9,,3,3,1,1,172.4,42,38.8,36.9,,117.7,9
536_25,,58.7669354,23.429496,03/05/2025,8,2,Head,41,04/05/2025,12:33:09,2025,1.357499957,59.3,60.2,52.9,,3,3,1,1,172.4,42,38.8,36.9,,117.7,9
546_25,1.081077358,58.7669031,23.4300435,03/05/2025,22,1,Head,40,05/05/2025,12:16:23,2025,0.701874971,50.4,48.3,,,2,1,1,0.5,98.7,36.7,,,,36.7,7
546_25,,58.7669031,23.4300435,03/05/2025,7,2,Head,43,06/05/2025,14:14:25,2025,0.701874971,50.4,48.3,,,2,1,1,0.5,98.7,36.7,,,,36.7,7
551_25,-5.647066605,58.766935,23.4300633,03/05/2025,9,1,Middle,49,04/05/2025,12:03:24,2025,1.4643749,51.4,,,,1,0,0,0,51.4,,,,,0,7
551_25,,58.766935,23.4300633,03/05/2025,7,2,Middle,61,06/05/2025,14:14:36,2025,1.4643749,51.4,,,,1,0,0,0,51.4,,,,,0,7
562_25,1.227044351,58.7668333,23.43089,03/05/2025,14,1,Leg,33,04/05/2025,12:55:18,2025,0.801249981,54.7,58.5,53.1,,3,3,1,1,166.3,37.8,34.1,34.2,,106.1,12
562_25,,58.7668333,23.43089,03/05/2025,13,2,Leg,45,05/05/2025,12:08:30,2025,0.801249981,54.7,58.5,53.1,,3,3,1,1,166.3,37.8,34.1,34.2,,106.1,12
564_25,2.321361243,58.7666812,23.4308705,03/05/2025,17,1,Leg,35,04/05/2025,11:32:51,2025,0.517499983,48.8,49,47.3,,3,3,1,1,145.1,32.3,37.9,36,,106.2,12
564_25,,58.7666812,23.4308705,03/05/2025,13,2,Leg,42,05/05/2025,11:44:04,2025,0.517499983,48.8,49,47.3,,3,3,1,1,145.1,32.3,37.9,36,,106.2,12
565_25,-3.23965971,58.7666359,23.4307537,03/05/2025,12,1,Leg,67,04/05/2025,11:55:30,2025,0.496874988,56,54.5,52.7,,6,0,0,0,269.5,,,,,0,14
565_25,,58.7666359,23.4307537,03/05/2025,17,2,Leg,65,05/05/2025,12:05:59,2025,0.496874988,56,54.5,52.7,,6,0,0,0,269.5,,,,,0,14
571_25,5.129847678,58.7665833,23.4307814,03/05/2025,20,1,Leg,38,04/05/2025,11:33:58,2025,0.551249981,60.2,56.2,57.6,,3,3,1,1,174,41.3,43.9,34.9,,120.1,8
571_25,,58.7665833,23.4307814,03/05/2025,21,2,Leg,48,05/05/2025,11:43:45,2025,0.551249981,60.2,56.2,57.6,,3,3,1,1,174,41.3,43.9,34.9,,120.1,8
587_25,-4.202005254,58.7663173,23.4328407,03/05/2025,5,1,Middle,36,05/05/2025,11:25:22,2025,0.620625019,54.9,54.2,,,3,2,1,0.666666667,161,38.5,40.1,,,78.6,10
587_25,,58.7663173,23.4328407,03/05/2025,5,2,Middle,36,06/05/2025,13:21:22,2025,0.620625019,54.9,54.2,,,3,2,1,0.666666667,161,38.5,40.1,,,78.6,10
628_25,-3.532041344,58.7658457,23.4355211,03/05/2025,7,1,North,29,04/05/2025,10:42:08,2025,0.719374955,53.9,54.4,51.8,,4,2,1,0.5,208.4,34.8,39.8,,,74.6,12
628_25,,58.7658457,23.4355211,03/05/2025,4,2,North,43,05/05/2025,10:20:01,2025,0.719374955,53.9,54.4,51.8,,4,2,1,0.5,208.4,34.8,39.8,,,74.6,12
629_25,1.12980763,58.7657944,23.4355671,03/05/2025,14,1,North,47,05/05/2025,10:19:45,2025,0.71312499,57.2,54.7,54.4,,3,3,1,1,166.3,38.7,38.4,38.1,,115.2,12
629_25,,58.7657944,23.4355671,03/05/2025,18,2,North,46,06/05/2025,11:07:38,2025,0.71312499,57.2,54.7,54.4,,3,3,1,1,166.3,38.7,38.4,38.1,,115.2,12
630_25,-0.819410642,58.7657647,23.4352181,03/05/2025,10,1,North,35,04/05/2025,10:51:23,2025,0.657499969,52.1,56.9,55.4,,3,0,0,0,164.4,,,,,0,10
630_25,,58.7657647,23.4352181,03/05/2025,10,2,North,40,05/05/2025,10:29:11,2025,0.657499969,52.1,56.9,55.4,,3,0,0,0,164.4,,,,,0,10
631_25,0.703047433,58.7658082,23.4351717,03/05/2025,8,1,North,37,04/05/2025,10:48:28,2025,0.643749952,51.3,50.8,47.6,,3,0,0,0,149.7,,,,,0,9
631_25,,58.7658082,23.4351717,03/05/2025,16,2,North,36,05/05/2025,10:46:02,2025,0.643749952,51.3,50.8,47.6,,3,0,0,0,149.7,,,,,0,9
671_25,-1.77453454,58.765853,23.4358451,04/05/2025,10,1,Middle,40,05/05/2025,11:01:16,2025,0.733749986,53.7,52.2,50.9,,3,2,1,0.666666667,156.8,,43.9,38.2,,82.1,8
671_25,,58.765853,23.4358451,04/05/2025,9,2,Middle,38,06/05/2025,11:19:32,2025,0.733749986,53.7,52.2,50.9,,3,2,1,0.666666667,156.8,,43.9,38.2,,82.1,8
678_25,,58.7657988,23.4354605,04/05/2025,,,North,,,,2025,0.712499976,60.3,,,,1,0,0,0,60.3,,,,,0,9
691_25,0.795917371,58.7663,23.4350583,04/05/2025,18,1,Middle,45,05/05/2025,10:55:01,2025,0.466874987,53.5,53.9,50.1,,3,2,1,0.666666667,157.5,40.1,44.1,,,84.2,4
691_25,,58.7663,23.4350583,04/05/2025,11,2,Middle,41,06/05/2025,11:03:00,2025,0.466874987,53.5,53.9,50.1,,3,2,1,0.666666667,157.5,40.1,44.1,,,84.2,4
694_25,0.983840638,58.766275,23.4347583,04/05/2025,24,1,Middle,39,06/05/2025,12:08:13,2025,0.579374969,64.7,58.8,,,5,0,0,0,253.7,,,,,0,7
694_25,,58.766275,23.4347583,04/05/2025,10,2,Middle,59,07/05/2025,11:32:26,2025,0.579374969,64.7,58.8,,,5,0,1,0,253.7,,,,,0,7
695_25,3.122941744,58.7662329,23.4346001,04/05/2025,25,1,Middle,56,06/05/2025,13:01:41,2025,0.29,63.2,,,,1,0,0,0,63.2,,,,,0,2
695_25,,58.7662329,23.4346001,04/05/2025,10,2,Middle,23,07/05/2025,11:33:22,2025,0.29,63.2,,,,1,0,0,0,63.2,,,,,0,2
698_25,,58.7662843,23.4345162,04/05/2025,,,Middle,,,,2025,0.615625024,60,,,,1,0,0,0,60,,,,,0,13
701_25,-5.05668281,58.7662432,23.4342353,04/05/2025,7,1,Middle,33,05/05/2025,13:01:58,2025,0.623125017,54.8,56.1,55.9,,3,2,1,0.666666667,166.8,,34.2,34.8,,69,12
701_25,,58.7662432,23.4342353,04/05/2025,5,2,Middle,55,06/05/2025,13:10:32,2025,0.623125017,54.8,56.1,55.9,,3,2,1,0.666666667,166.8,,34.2,34.8,,69,12
706_25,4.649188021,58.7662618,23.4340582,04/05/2025,16,1,Middle,33,05/05/2025,11:19:09,2025,0.613124967,52.2,51,48.7,,3,0,0,0,151.9,,,,,0,14
706_25,,58.7662618,23.4340582,04/05/2025,22,2,Middle,44,06/05/2025,13:14:55,2025,0.613124967,52.2,51,48.7,,3,0,0,0,151.9,,,,,0,14
727_25,-8.768577075,58.7667703,23.4308479,04/05/2025,0,1,Leg,39,05/05/2025,12:12:32,2025,0.799374938,53.5,57.7,52.9,,3,0,0,0,164.1,,,,,0,13
727_25,,58.7667703,23.4308479,04/05/2025,0,2,Leg,46,06/05/2025,14:08:18,2025,0.799374938,53.5,57.7,52.9,,3,0,0,0,164.1,,,,,0,13
728_25,1.577210229,58.7667617,23.4309233,04/05/2025,7,1,Leg,32,05/05/2025,12:53:47,2025,0.399374992,58.3,59.2,53.9,,3,0,0,0,171.4,,,,,0,10
728_25,,58.7667617,23.4309233,04/05/2025,20,2,Leg,37,07/05/2025,12:23:11,2025,0.399374992,58.3,59.2,53.9,,3,0,0,0,171.4,,,,,0,10
739_25,3.125927541,58.7672001,23.4305083,04/05/2025,15,1,Head,47,05/05/2025,12:40:07,2025,1.506875038,60.2,58.6,56.9,,3,3,1,1,175.7,39.4,39.3,34.9,,113.6,7
739_25,,58.7672001,23.4305083,04/05/2025,17,2,Head,25,06/05/2025,14:59:04,2025,1.506875038,60.2,58.6,56.9,,3,3,1,1,175.7,39.4,39.3,34.9,,113.6,7
740_25,-1.776941755,58.7672763,23.4303066,04/05/2025,4,1,Head,37,05/05/2025,12:42:07,2025,0.65625,55.8,53.3,50.3,,3,3,1,1,159.4,37.9,41.7,40.6,,120.2,8
740_25,,58.7672763,23.4303066,04/05/2025,9,2,Head,20,06/05/2025,14:57:49,2025,0.65625,55.8,53.3,50.3,,3,3,1,1,159.4,37.9,41.7,40.6,,120.2,8
795_25,-4.347972246,58.7667998,23.4309315,05/05/2025,7,1,Leg,40,06/05/2025,13:44:45,2025,0.576874971,65.7,63,55.2,,3,2,1,0.666666667,183.9,,40.4,37.6,,78,7
795_25,,58.7667998,23.4309315,05/05/2025,5,2,Leg,37,07/05/2025,12:21:31,2025,0.576874971,65.7,63,55.2,,3,2,1,0.666666667,183.9,,40.4,37.6,,78,7
800_25,1.364856359,58.7664753,23.4306835,05/05/2025,14,1,Leg,48,06/05/2025,13:55:02,2025,0.367500007,55.1,55.4,52.7,,3,1,1,0.333333333,163.2,38.2,,,,38.2,6
800_25,,58.7664753,23.4306835,05/05/2025,22,2,Leg,53,07/05/2025,12:29:00,2025,0.367500007,55.1,55.4,52.7,,3,1,1,0.333333333,163.2,38.2,,,,38.2,6
804_25,5.972358225,58.76707,23.43013,05/05/2025,18,1,Head,25,07/05/2025,13:35:58,2025,0.573125005,58,57.6,58.3,,3,3,1,1,173.9,39.5,37.9,38.9,,116.3,1
804_25,,58.76707,23.43013,05/05/2025,22,2,Head,38,08/05/2025,19:02:44,2025,0.573125005,58,57.6,58.3,,3,3,1,1,173.9,39.5,37.9,38.9,,116.3,1
809_25,0.837649821,58.767022,23.4299611,05/05/2025,14,1,Head,40,06/05/2025,15:05:33,2025,1.034374952,57,58.5,,,2,0,0,0,115.5,,,,,0,3
